,product1,product2,product3,product4,product5,product6,product7,product8,product9,product10,product11,product12,product13,product14,product15,product16,product17,product18,product19
820, individual meals, vegetables, cereals, beef, sandwich loaves, shampoo, beef, beef, laundry detergent, pork, sugar, lunch meat, vegetables, vegetables, eggs, sandwich bags, ice cream, coffee/tea, poultry
822, mixes, yogurt, poultry, vegetables, spaghetti sauce, soap, cereals, waffles, dishwashing liquid/detergent, fruits, pasta, poultry, bagels, soda, shampoo, sandwich bags, poultry, lunch meat, flour
823, yogurt, sandwich bags, cheeses, fruits, pasta, sugar, toilet paper, vegetables, dinner rolls, ice cream, vegetables, dishwashing liquid/detergent, ice cream, dishwashing liquid/detergent, butter, all- purpose, mixes, dishwashing liquid/detergent, aluminum foil
825, lunch meat, toilet paper, shampoo, butter, spaghetti sauce, soap, shampoo, butter, vegetables, ketchup, poultry, lunch meat, spaghetti sauce, cheeses, sandwich bags, sandwich bags, ketchup, sugar, individual meals
826, shampoo, vegetables, poultry, dishwashing liquid/detergent, aluminum foil, all- purpose, paper towels, fruits, eggs, lunch meat, mixes, cheeses, ketchup, juice, coffee/tea, dinner rolls, waffles, shampoo, soap
827, juice, vegetables, toilet paper, mixes, shampoo, ketchup, sandwich bags, soap, vegetables, ketchup, waffles, cereals, spaghetti sauce, spaghetti sauce, eggs, vegetables, beef, all- purpose, ketchup
829, dinner rolls, laundry detergent, vegetables, vegetables, tortillas, flour, all- purpose, aluminum foil, sandwich bags, ice cream, sandwich loaves, beef, individual meals, shampoo, pork, juice, tortillas, shampoo, poultry
830, vegetables, pork, mixes, sandwich bags, cheeses, bagels, bagels, sandwich bags, poultry, poultry, poultry, individual meals, butter, tortillas, ketchup, flour, yogurt, individual meals, sugar
833, tortillas, vegetables, coffee/tea, ketchup, coffee/tea, dinner rolls, toilet paper, tortillas, butter, mixes, sandwich loaves, ice cream, toilet paper, ice cream, bagels, shampoo, lunch meat, soda, spaghetti sauce
834, soap, sandwich loaves, ketchup, butter, bagels, paper towels, mixes, butter, fruits, milk, coffee/tea, butter, pork, mixes, soda, beef, sandwich bags, aluminum foil, waffles
837, individual meals, flour, pork, pork, soap, beef, vegetables, juice, vegetables, juice, ketchup, laundry detergent, poultry, sandwich bags, spaghetti sauce, shampoo, butter, ice cream, soap
838, aluminum foil, sandwich bags, waffles, all- purpose, vegetables, paper towels, dishwashing liquid/detergent, spaghetti sauce, beef, bagels, cereals, flour, vegetables, coffee/tea, cheeses, aluminum foil, paper towels, milk, vegetables
843, laundry detergent, dishwashing liquid/detergent, soap, vegetables, fruits, vegetables, mixes, dinner rolls, hand soap, juice, coffee/tea, milk, bagels, coffee/tea, mixes, eggs, eggs, vegetables, poultry
844, milk, cheeses, dishwashing liquid/detergent, pasta, paper towels, dishwashing liquid/detergent, soap, vegetables, beef, cereals, toilet paper, vegetables, all- purpose, ketchup, mixes, vegetables, sandwich loaves, milk, 
845, sugar, flour, ketchup, paper towels, mixes, beef, dinner rolls, ice cream, poultry, bagels, laundry detergent, dishwashing liquid/detergent, beef, juice, pork, spaghetti sauce, milk, poultry, vegetables
847, spaghetti sauce, paper towels, butter, bagels, pasta, soda, sandwich bags, ice cream, vegetables, dinner rolls, dinner rolls, laundry detergent, vegetables, yogurt, hand soap, vegetables, hand soap, soda, eggs
848, eggs, poultry, dishwashing liquid/detergent, juice, cereals, butter, sugar, coffee/tea, dishwashing liquid/detergent, waffles, ice cream, soda, fruits, all- purpose, fruits, vegetables, cheeses, all- purpose, paper towels
850, cereals, shampoo, soap, beef, milk, all- purpose, sandwich loaves, dishwashing liquid/detergent, ketchup, aluminum foil, pasta, pork, milk, individual meals, ketchup, ketchup, ice cream, mixes, 
853, sugar, juice, vegetables, lunch meat, hand soap, vegetables, toilet paper, ketchup, pork, eggs, butter, juice, spaghetti sauce, sugar, cheeses, waffles, poultry, yogurt, poultry
854, all- purpose, waffles, laundry detergent, vegetables, butter, eggs, soda, sandwich bags, milk, spaghetti sauce, waffles, soda, laundry detergent, vegetables, tortillas, cheeses, toilet paper, bagels, 
855, butter, sandwich bags, sugar, aluminum foil, juice, soda, bagels, waffles, soda, bagels, toilet paper, soda, coffee/tea, waffles, cereals, cheeses, vegetables, butter, dinner rolls
856, ice cream, soap, dishwashing liquid/detergent, vegetables, individual meals, yogurt, vegetables, ketchup, ice cream, beef, poultry, spaghetti sauce, sandwich loaves, butter, butter, eggs, individual meals, fruits, bagels
857, lunch meat, beef, toilet paper, flour, lunch meat, vegetables, fruits, tortillas, poultry, eggs, flour, eggs, all- purpose, poultry, milk, shampoo, vegetables, pork, sugar
859, shampoo, flour, soda, hand soap, shampoo, all- purpose, pork, shampoo, vegetables, laundry detergent, toilet paper, spaghetti sauce, flour, mixes, cheeses, pasta, poultry, laundry detergent, pork
861, bagels, yogurt, mixes, paper towels, cereals, hand soap, beef, soda, beef, bagels, vegetables, yogurt, mixes, milk, aluminum foil, ketchup, juice, sandwich loaves, toilet paper
865, individual meals, beef, toilet paper, juice, soap, coffee/tea, tortillas, vegetables, cereals, juice, laundry detergent, all- purpose, laundry detergent, butter, beef, tortillas, spaghetti sauce, sandwich bags, bagels
866, sandwich bags, butter, paper towels, soap, dinner rolls, toilet paper, juice, juice, ice cream, eggs, butter, butter, toilet paper, vegetables, paper towels, lunch meat, paper towels, waffles, butter
868, eggs, laundry detergent, soap, pasta, beef, laundry detergent, juice, poultry, poultry, bagels, laundry detergent, sandwich loaves, poultry, vegetables, spaghetti sauce, vegetables, vegetables, butter, spaghetti sauce
870, ketchup, flour, aluminum foil, milk, individual meals, eggs, soap, vegetables, aluminum foil, pasta, tortillas, sandwich loaves, tortillas, shampoo, individual meals, beef, eggs, fruits, coffee/tea
871, milk, fruits, tortillas, waffles, tortillas, eggs, mixes, soda, all- purpose, shampoo, all- purpose, all- purpose, poultry, sugar, tortillas, soap, butter, poultry, ice cream
872, toilet paper, paper towels, milk, fruits, lunch meat, laundry detergent, bagels, butter, tortillas, milk, coffee/tea, pasta, soda, dishwashing liquid/detergent, spaghetti sauce, bagels, soda, tortillas, coffee/tea
875, pasta, toilet paper, juice, shampoo, cereals, yogurt, soda, vegetables, ice cream, sugar, mixes, vegetables, ice cream, dinner rolls, shampoo, eggs, yogurt, shampoo, dishwashing liquid/detergent
876, ketchup, poultry, ice cream, cereals, beef, milk, mixes, laundry detergent, aluminum foil, yogurt, juice, soda, dishwashing liquid/detergent, butter, all- purpose, vegetables, pork, butter, waffles
877, vegetables, cheeses, vegetables, mixes, dinner rolls, toilet paper, aluminum foil, pasta, fruits, fruits, dishwashing liquid/detergent, hand soap, butter, lunch meat, individual meals, ice cream, eggs, vegetables, all- purpose
879, soap, vegetables, pork, cheeses, poultry, cereals, individual meals, beef, ketchup, hand soap, dishwashing liquid/detergent, soda, vegetables, bagels, vegetables, sandwich bags, soap, dinner rolls, mixes
883, fruits, soda, eggs, dinner rolls, pasta, pasta, vegetables, sandwich loaves, sandwich loaves, ketchup, bagels, ice cream, flour, soda, juice, flour, dishwashing liquid/detergent, paper towels, waffles
884, pork, laundry detergent, aluminum foil, lunch meat, ice cream, laundry detergent, vegetables, pork, dishwashing liquid/detergent, individual meals, hand soap, butter, coffee/tea, pork, tortillas, juice, sandwich bags, coffee/tea, 
885, mixes, vegetables, soap, yogurt, laundry detergent, dinner rolls, waffles, mixes, spaghetti sauce, cheeses, butter, sandwich loaves, butter, milk, yogurt, vegetables, poultry, sugar, sugar
886, soap, milk, soda, soap, poultry, yogurt, waffles, soap, toilet paper, juice, juice, individual meals, soap, bagels, toilet paper, paper towels, sandwich bags, cheeses, waffles
887, vegetables, ketchup, all- purpose, paper towels, lunch meat, aluminum foil, beef, dishwashing liquid/detergent, sandwich loaves, laundry detergent, cereals, ice cream, waffles, vegetables, soap, fruits, waffles, cereals, toilet paper
888, vegetables, spaghetti sauce, vegetables, paper towels, paper towels, laundry detergent, fruits, butter, sandwich bags, aluminum foil, yogurt, juice, flour, shampoo, mixes, aluminum foil, paper towels, laundry detergent, toilet paper
889, spaghetti sauce, cereals, soap, sandwich bags, individual meals, sandwich loaves, poultry, soap, bagels, dinner rolls, fruits, sandwich bags, dinner rolls, individual meals, yogurt, coffee/tea, juice, cheeses, soda
891, dinner rolls, sandwich loaves, yogurt, all- purpose, flour, yogurt, pork, butter, dinner rolls, poultry, laundry detergent, juice, spaghetti sauce, yogurt, butter, yogurt, vegetables, tortillas, 
892, flour, laundry detergent, vegetables, toilet paper, lunch meat, cheeses, sandwich bags, sugar, juice, eggs, yogurt, tortillas, cheeses, eggs, sandwich loaves, soda, poultry, flour, spaghetti sauce
893, dinner rolls, mixes, soap, ice cream, poultry, laundry detergent, coffee/tea, vegetables, soda, aluminum foil, cereals, paper towels, beef, vegetables, dishwashing liquid/detergent, hand soap, vegetables, milk, ice cream
894, mixes, poultry, sandwich bags, milk, tortillas, aluminum foil, fruits, cheeses, ice cream, yogurt, mixes, dinner rolls, poultry, pork, coffee/tea, fruits, aluminum foil, yogurt, coffee/tea
895, aluminum foil, cheeses, sandwich loaves, waffles, all- purpose, dishwashing liquid/detergent, dishwashing liquid/detergent, vegetables, ketchup, poultry, soap, juice, spaghetti sauce, cereals, eggs, cereals, soap, juice, waffles
896, flour, ice cream, milk, soda, flour, soap, lunch meat, individual meals, beef, beef, ice cream, bagels, poultry, milk, vegetables, paper towels, vegetables, aluminum foil, toilet paper
898, aluminum foil, poultry, sandwich bags, aluminum foil, vegetables, dinner rolls, ice cream, vegetables, cheeses, paper towels, eggs, waffles, dinner rolls, ice cream, yogurt, soda, pasta, all- purpose, spaghetti sauce
899, tortillas, soda, dinner rolls, vegetables, poultry, yogurt, juice, juice, butter, dinner rolls, juice, aluminum foil, eggs, sandwich loaves, dinner rolls, sandwich bags, tortillas, dinner rolls, dinner rolls
901, individual meals, laundry detergent, beef, ketchup, ketchup, milk, pasta, aluminum foil, spaghetti sauce, dinner rolls, cereals, flour, vegetables, pork, dishwashing liquid/detergent, waffles, cereals, waffles, flour
907, flour, milk, soap, soap, pasta, ice cream, aluminum foil, sandwich bags, individual meals, soap, bagels, soap, toilet paper, soap, mixes, vegetables, vegetables, dishwashing liquid/detergent, individual meals
911, sugar, yogurt, poultry, vegetables, beef, cereals, fruits, milk, all- purpose, dinner rolls, coffee/tea, juice, dishwashing liquid/detergent, tortillas, vegetables, tortillas, poultry, aluminum foil, tortillas
913, milk, coffee/tea, vegetables, soda, milk, individual meals, sandwich loaves, pasta, eggs, yogurt, vegetables, sandwich bags, vegetables, milk, lunch meat, cereals, pork, pasta, eggs
914, cheeses, vegetables, cereals, ice cream, pork, waffles, laundry detergent, cheeses, tortillas, cereals, all- purpose, vegetables, sandwich bags, soda, soap, toilet paper, sugar, cheeses, coffee/tea
915, toilet paper, butter, pork, juice, soda, yogurt, toilet paper, sandwich bags, paper towels, dinner rolls, lunch meat, lunch meat, pork, shampoo, dinner rolls, individual meals, pasta, individual meals, toilet paper
916, flour, mixes, all- purpose, ketchup, hand soap, waffles, sugar, all- purpose, soap, sandwich loaves, aluminum foil, cheeses, toilet paper, spaghetti sauce, coffee/tea, mixes, sandwich bags, all- purpose, tortillas
918, dishwashing liquid/detergent, soda, sugar, milk, beef, all- purpose, paper towels, toilet paper, eggs, dishwashing liquid/detergent, aluminum foil, lunch meat, all- purpose, ice cream, tortillas, lunch meat, paper towels, dishwashing liquid/detergent, individual meals
923, sandwich loaves, sugar, dinner rolls, individual meals, dinner rolls, cereals, spaghetti sauce, hand soap, poultry, waffles, poultry, cheeses, ice cream, sandwich loaves, poultry, yogurt, lunch meat, lunch meat, beef
925, eggs, sandwich loaves, milk, lunch meat, spaghetti sauce, milk, ice cream, all- purpose, ketchup, all- purpose, poultry, ice cream, poultry, dinner rolls, individual meals, soap, juice, coffee/tea, fruits
928, paper towels, pasta, juice, milk, pasta, hand soap, mixes, eggs, vegetables, mixes, dinner rolls, flour, pork, paper towels, vegetables, vegetables, sandwich bags, beef, fruits
931, paper towels, aluminum foil, pork, soda, shampoo, pork, waffles, hand soap, sugar, sugar, yogurt, all- purpose, pasta, individual meals, hand soap, soda, bagels, fruits, paper towels
933, soda, vegetables, poultry, vegetables, sugar, toilet paper, vegetables, toilet paper, shampoo, sandwich loaves, vegetables, aluminum foil, pork, individual meals, eggs, soda, juice, dishwashing liquid/detergent, sugar
935, laundry detergent, pork, yogurt, vegetables, fruits, paper towels, bagels, eggs, waffles, beef, individual meals, paper towels, vegetables, cereals, vegetables, cheeses, aluminum foil, cheeses, lunch meat
937, fruits, beef, all- purpose, vegetables, dinner rolls, waffles, vegetables, individual meals, dinner rolls, eggs, laundry detergent, pork, yogurt, soda, butter, butter, dishwashing liquid/detergent, toilet paper, cereals
939, toilet paper, soap, juice, toilet paper, eggs, beef, shampoo, tortillas, soda, waffles, waffles, eggs, lunch meat, spaghetti sauce, shampoo, ice cream, all- purpose, pork, soda
942, coffee/tea, sandwich bags, ice cream, sandwich loaves, paper towels, fruits, sandwich bags, cereals, mixes, milk, paper towels, tortillas, yogurt, individual meals, fruits, lunch meat, vegetables, butter, sugar
943, waffles, vegetables, flour, aluminum foil, mixes, dishwashing liquid/detergent, shampoo, flour, spaghetti sauce, sandwich loaves, waffles, yogurt, sugar, toilet paper, soap, cereals, soda, shampoo, soda
944, dinner rolls, beef, tortillas, fruits, poultry, beef, yogurt, butter, sugar, milk, butter, sugar, toilet paper, cheeses, bagels, soda, vegetables, butter, bagels
946, sugar, dinner rolls, soap, toilet paper, aluminum foil, butter, ketchup, butter, yogurt, soda, juice, spaghetti sauce, butter, soap, eggs, sandwich loaves, sandwich loaves, all- purpose, butter
948, vegetables, laundry detergent, flour, dishwashing liquid/detergent, paper towels, sugar, pork, coffee/tea, individual meals, ice cream, soap, poultry, all- purpose, individual meals, vegetables, vegetables, soap, eggs, sandwich loaves
951, laundry detergent, sandwich bags, spaghetti sauce, toilet paper, aluminum foil, mixes, all- purpose, aluminum foil, hand soap, pasta, juice, dinner rolls, ketchup, eggs, juice, hand soap, soap, ketchup, spaghetti sauce
952, milk, all- purpose, vegetables, vegetables, flour, ketchup, sandwich bags, cheeses, laundry detergent, paper towels, eggs, butter, flour, sandwich bags, sugar, shampoo, butter, all- purpose, sandwich bags
953, laundry detergent, sugar, cheeses, individual meals, bagels, hand soap, paper towels, pork, pork, waffles, cheeses, lunch meat, tortillas, dinner rolls, vegetables, sandwich loaves, paper towels, sugar, coffee/tea
954, dinner rolls, tortillas, ketchup, tortillas, sandwich bags, vegetables, yogurt, juice, fruits, coffee/tea, sandwich loaves, poultry, dishwashing liquid/detergent, cereals, waffles, tortillas, waffles, pasta, vegetables
955, sandwich loaves, hand soap, soda, vegetables, aluminum foil, toilet paper, shampoo, sandwich bags, paper towels, shampoo, vegetables, ice cream, sugar, butter, fruits, cheeses, flour, paper towels, spaghetti sauce
958, juice, cereals, yogurt, vegetables, hand soap, hand soap, waffles, lunch meat, coffee/tea, hand soap, vegetables, butter, individual meals, sandwich loaves, lunch meat, fruits, sandwich bags, bagels, coffee/tea
961, bagels, toilet paper, mixes, spaghetti sauce, sandwich loaves, beef, sandwich bags, spaghetti sauce, sugar, milk, tortillas, fruits, laundry detergent, spaghetti sauce, spaghetti sauce, soap, toilet paper, dishwashing liquid/detergent, waffles
962, yogurt, milk, eggs, dishwashing liquid/detergent, soap, poultry, yogurt, flour, soap, toilet paper, sugar, vegetables, sugar, cereals, vegetables, beef, lunch meat, fruits, 
965, fruits, yogurt, cereals, toilet paper, dishwashing liquid/detergent, yogurt, waffles, beef, vegetables, sugar, cheeses, soda, eggs, laundry detergent, vegetables, poultry, butter, waffles, dinner rolls
967, ice cream, pasta, soap, waffles, fruits, soap, eggs, dishwashing liquid/detergent, aluminum foil, paper towels, vegetables, dishwashing liquid/detergent, vegetables, poultry, cereals, pasta, dinner rolls, juice, eggs
968, ketchup, pasta, coffee/tea, shampoo, poultry, paper towels, vegetables, aluminum foil, butter, toilet paper, soap, all- purpose, flour, soda, pasta, vegetables, laundry detergent, juice, vegetables
971, vegetables, yogurt, toilet paper, soda, milk, soap, sandwich bags, waffles, juice, soda, yogurt, cereals, soap, pork, hand soap, all- purpose, yogurt, soda, laundry detergent
972, paper towels, tortillas, juice, yogurt, poultry, individual meals, lunch meat, milk, yogurt, coffee/tea, paper towels, individual meals, aluminum foil, paper towels, individual meals, waffles, vegetables, paper towels, tortillas
977, aluminum foil, juice, flour, lunch meat, dinner rolls, yogurt, all- purpose, cereals, spaghetti sauce, mixes, cereals, butter, ketchup, vegetables, juice, milk, vegetables, sugar, yogurt
979, eggs, juice, tortillas, soda, fruits, paper towels, cheeses, beef, pork, sandwich loaves, sandwich bags, paper towels, aluminum foil, spaghetti sauce, vegetables, vegetables, vegetables, laundry detergent, ketchup
980, soda, beef, vegetables, pasta, yogurt, paper towels, toilet paper, individual meals, flour, juice, dinner rolls, hand soap, cheeses, spaghetti sauce, pasta, ketchup, sandwich bags, milk, tortillas
990, spaghetti sauce, lunch meat, vegetables, waffles, butter, tortillas, mixes, ketchup, eggs, dinner rolls, juice, cheeses, toilet paper, toilet paper, aluminum foil, pasta, mixes, dishwashing liquid/detergent, soap
992, vegetables, eggs, spaghetti sauce, bagels, mixes, butter, poultry, bagels, vegetables, waffles, sandwich bags, vegetables, aluminum foil, pork, pork, juice, ketchup, eggs, toilet paper
993, all- purpose, eggs, juice, spaghetti sauce, juice, shampoo, sugar, hand soap, waffles, butter, juice, butter, milk, dishwashing liquid/detergent, coffee/tea, waffles, cereals, soda, laundry detergent
995, spaghetti sauce, spaghetti sauce, laundry detergent, juice, poultry, soap, laundry detergent, bagels, all- purpose, bagels, hand soap, fruits, bagels, all- purpose, cheeses, toilet paper, butter, dinner rolls, cheeses
997, milk, toilet paper, eggs, pasta, flour, pasta, sandwich bags, individual meals, yogurt, lunch meat, bagels, milk, milk, aluminum foil, pasta, lunch meat, tortillas, shampoo, vegetables
998, individual meals, milk, paper towels, flour, lunch meat, paper towels, soap, dishwashing liquid/detergent, all- purpose, bagels, ketchup, butter, tortillas, pork, ketchup, dinner rolls, vegetables, spaghetti sauce, cereals
999, sandwich bags, ice cream, mixes, paper towels, pasta, juice, poultry, dishwashing liquid/detergent, hand soap, sugar, individual meals, tortillas, pasta, shampoo, eggs, pork, dinner rolls, coffee/tea, ketchup
1000, lunch meat, soda, vegetables, sugar, toilet paper, sandwich bags, cereals, flour, ketchup, paper towels, all- purpose, pork, coffee/tea, milk, vegetables, individual meals, paper towels, cheeses, tortillas
1001, waffles, milk, spaghetti sauce, juice, soap, sugar, eggs, flour, butter, juice, laundry detergent, vegetables, soap, cereals, dishwashing liquid/detergent, milk, pasta, spaghetti sauce, ice cream
1002, flour, vegetables, aluminum foil, toilet paper, cheeses, toilet paper, milk, butter, mixes, dinner rolls, laundry detergent, ice cream, laundry detergent, paper towels, juice, juice, laundry detergent, flour, eggs
1003, paper towels, milk, flour, ice cream, waffles, sandwich bags, mixes, dishwashing liquid/detergent, beef, coffee/tea, ketchup, mixes, paper towels, beef, tortillas, soda, fruits, fruits, pasta
1004, yogurt, juice, soda, ketchup, soda, ice cream, aluminum foil, vegetables, ice cream, coffee/tea, vegetables, juice, vegetables, soda, poultry, dishwashing liquid/detergent, fruits, soda, all- purpose
1005, pork, toilet paper, ketchup, milk, sandwich bags, paper towels, juice, sugar, sugar, ketchup, dishwashing liquid/detergent, spaghetti sauce, hand soap, flour, sandwich bags, vegetables, vegetables, lunch meat, sandwich bags
1007, poultry, dishwashing liquid/detergent, poultry, vegetables, yogurt, milk, waffles, sugar, dishwashing liquid/detergent, dinner rolls, all- purpose, all- purpose, yogurt, sugar, soap, pasta, cereals, bagels, lunch meat
1008, dinner rolls, vegetables, yogurt, laundry detergent, fruits, shampoo, dinner rolls, butter, sandwich loaves, coffee/tea, paper towels, cereals, paper towels, tortillas, beef, soda, fruits, sandwich loaves, waffles
1009, paper towels, beef, all- purpose, sugar, individual meals, hand soap, toilet paper, coffee/tea, laundry detergent, soda, waffles, beef, fruits, pasta, soap, spaghetti sauce, vegetables, sandwich bags, vegetables
1010, vegetables, bagels, shampoo, beef, laundry detergent, bagels, sandwich bags, aluminum foil, bagels, paper towels, beef, poultry, ice cream, toilet paper, shampoo, sugar, yogurt, milk, toilet paper
1011, toilet paper, waffles, milk, pasta, ice cream, aluminum foil, mixes, cheeses, ketchup, soda, aluminum foil, eggs, aluminum foil, pasta, eggs, dishwashing liquid/detergent, ketchup, flour, ice cream
1012, vegetables, sugar, soda, coffee/tea, sandwich loaves, yogurt, juice, vegetables, ice cream, juice, beef, tortillas, tortillas, aluminum foil, ice cream, cheeses, toilet paper, ketchup, ketchup
1014, soap, eggs, bagels, mixes, toilet paper, all- purpose, vegetables, laundry detergent, laundry detergent, beef, yogurt, vegetables, milk, cheeses, cereals, spaghetti sauce, cheeses, lunch meat, cereals
1015, sandwich bags, hand soap, soap, shampoo, butter, ketchup, mixes, ketchup, shampoo, lunch meat, dinner rolls, mixes, tortillas, all- purpose, pork, juice, cereals, milk, juice
1016, shampoo, juice, vegetables, paper towels, vegetables, yogurt, soda, laundry detergent, all- purpose, shampoo, eggs, cereals, vegetables, vegetables, aluminum foil, paper towels, dinner rolls, yogurt, vegetables
1017, shampoo, milk, ketchup, individual meals, aluminum foil, poultry, tortillas, cheeses, aluminum foil, paper towels, soap, vegetables, ketchup, sandwich loaves, butter, poultry, individual meals, vegetables, vegetables
1018, poultry, milk, beef, toilet paper, milk, dishwashing liquid/detergent, sandwich bags, laundry detergent, bagels, aluminum foil, tortillas, poultry, soda, laundry detergent, juice, coffee/tea, cheeses, ketchup, bagels
1021, soap, waffles, soda, dishwashing liquid/detergent, flour, pork, laundry detergent, yogurt, cheeses, coffee/tea, aluminum foil, vegetables, toilet paper, yogurt, fruits, eggs, coffee/tea, juice, 
1023, poultry, butter, bagels, cheeses, all- purpose, bagels, vegetables, dinner rolls, individual meals, yogurt, lunch meat, poultry, dinner rolls, eggs, sugar, toilet paper, ketchup, ketchup, tortillas
1026, sandwich loaves, soap, yogurt, milk, sandwich bags, poultry, dinner rolls, beef, sandwich loaves, ice cream, soap, spaghetti sauce, juice, dishwashing liquid/detergent, coffee/tea, cheeses, vegetables, vegetables, butter
1027, dinner rolls, vegetables, all- purpose, eggs, tortillas, coffee/tea, cheeses, dishwashing liquid/detergent, poultry, poultry, dishwashing liquid/detergent, milk, cheeses, vegetables, pasta, vegetables, yogurt, spaghetti sauce, pasta
1028, lunch meat, cereals, dinner rolls, fruits, toilet paper, lunch meat, eggs, ice cream, individual meals, eggs, paper towels, vegetables, mixes, poultry, ice cream, ketchup, cheeses, lunch meat, toilet paper
1029, laundry detergent, pork, dishwashing liquid/detergent, individual meals, fruits, individual meals, eggs, eggs, shampoo, all- purpose, hand soap, poultry, yogurt, bagels, aluminum foil, paper towels, tortillas, tortillas, mixes
1032, butter, shampoo, sugar, toilet paper, flour, fruits, sandwich bags, sandwich bags, soap, laundry detergent, soda, ketchup, milk, shampoo, milk, juice, coffee/tea, paper towels, coffee/tea
1033, paper towels, poultry, yogurt, coffee/tea, pork, cheeses, cereals, cheeses, milk, coffee/tea, ketchup, vegetables, lunch meat, milk, vegetables, aluminum foil, aluminum foil, tortillas, tortillas
1037, eggs, all- purpose, soda, bagels, ketchup, ice cream, soda, aluminum foil, laundry detergent, pork, soap, eggs, sandwich bags, eggs, cheeses, bagels, vegetables, eggs, sandwich bags
1040, all- purpose, butter, coffee/tea, fruits, milk, toilet paper, yogurt, laundry detergent, beef, waffles, butter, dinner rolls, shampoo, flour, aluminum foil, sandwich bags, cereals, shampoo, cheeses
1041, bagels, fruits, individual meals, beef, ice cream, tortillas, waffles, laundry detergent, mixes, vegetables, flour, vegetables, soap, milk, spaghetti sauce, waffles, soda, all- purpose, pasta
1042, waffles, cheeses, mixes, hand soap, fruits, individual meals, flour, spaghetti sauce, spaghetti sauce, paper towels, poultry, poultry, cereals, sandwich bags, yogurt, sandwich bags, spaghetti sauce, dinner rolls, sandwich bags
1043, all- purpose, eggs, dishwashing liquid/detergent, all- purpose, vegetables, aluminum foil, paper towels, sandwich loaves, coffee/tea, juice, coffee/tea, spaghetti sauce, bagels, bagels, shampoo, coffee/tea, cereals, vegetables, flour
1045, pork, paper towels, bagels, lunch meat, ice cream, cheeses, dishwashing liquid/detergent, bagels, coffee/tea, waffles, hand soap, milk, spaghetti sauce, flour, flour, spaghetti sauce, butter, laundry detergent, tortillas
1046, milk, sandwich loaves, yogurt, dinner rolls, eggs, cereals, hand soap, hand soap, individual meals, hand soap, juice, pasta, tortillas, dishwashing liquid/detergent, mixes, vegetables, cheeses, dinner rolls, butter
1047, cereals, butter, aluminum foil, bagels, vegetables, poultry, toilet paper, ketchup, cheeses, sandwich bags, cheeses, laundry detergent, laundry detergent, vegetables, dishwashing liquid/detergent, vegetables, soap, mixes, coffee/tea
1048, spaghetti sauce, ketchup, coffee/tea, eggs, dinner rolls, vegetables, soda, ketchup, waffles, flour, dinner rolls, eggs, cheeses, laundry detergent, soda, coffee/tea, spaghetti sauce, butter, 
1049, spaghetti sauce, mixes, butter, bagels, mixes, waffles, laundry detergent, vegetables, juice, waffles, butter, vegetables, spaghetti sauce, paper towels, juice, laundry detergent, pork, pork, soap
1050, dishwashing liquid/detergent, poultry, vegetables, ketchup, vegetables, lunch meat, individual meals, butter, sandwich bags, beef, sandwich loaves, pasta, sandwich bags, dishwashing liquid/detergent, sandwich loaves, pork, laundry detergent, mixes, coffee/tea
1055, vegetables, sandwich bags, all- purpose, soap, juice, mixes, flour, fruits, dishwashing liquid/detergent, mixes, pasta, cheeses, vegetables, waffles, sugar, soda, pork, laundry detergent, dishwashing liquid/detergent
1057, toilet paper, pork, coffee/tea, ice cream, lunch meat, all- purpose, ice cream, hand soap, toilet paper, waffles, individual meals, vegetables, shampoo, coffee/tea, dishwashing liquid/detergent, beef, beef, dishwashing liquid/detergent, sandwich loaves
1060, sandwich loaves, vegetables, pork, sugar, individual meals, waffles, milk, yogurt, pasta, hand soap, paper towels, ketchup, beef, cheeses, soap, cereals, aluminum foil, individual meals, shampoo
1062, lunch meat, dishwashing liquid/detergent, lunch meat, laundry detergent, dinner rolls, sugar, aluminum foil, tortillas, toilet paper, individual meals, aluminum foil, coffee/tea, aluminum foil, yogurt, paper towels, soap, dishwashing liquid/detergent, ketchup, 
1064, sandwich loaves, vegetables, poultry, butter, spaghetti sauce, spaghetti sauce, all- purpose, vegetables, sugar, mixes, cheeses, pasta, vegetables, cheeses, soap, spaghetti sauce, all- purpose, pork, eggs
1065, yogurt, waffles, juice, sugar, vegetables, sandwich loaves, toilet paper, individual meals, lunch meat, vegetables, yogurt, vegetables, poultry, dishwashing liquid/detergent, milk, laundry detergent, lunch meat, dishwashing liquid/detergent, pork
1067, dinner rolls, flour, paper towels, juice, sugar, coffee/tea, vegetables, vegetables, coffee/tea, flour, lunch meat, waffles, vegetables, all- purpose, yogurt, spaghetti sauce, poultry, sugar, mixes
1068, sugar, tortillas, waffles, cheeses, flour, beef, sandwich bags, sandwich loaves, soap, tortillas, pasta, all- purpose, ketchup, vegetables, ice cream, individual meals, vegetables, lunch meat, dinner rolls
1069, sandwich loaves, waffles, vegetables, bagels, poultry, dishwashing liquid/detergent, soda, sugar, lunch meat, dishwashing liquid/detergent, sugar, soap, aluminum foil, vegetables, milk, juice, dishwashing liquid/detergent, sandwich loaves, tortillas
1070, sandwich loaves, dinner rolls, butter, milk, vegetables, waffles, mixes, vegetables, juice, hand soap, flour, toilet paper, vegetables, spaghetti sauce, cheeses, flour, hand soap, ice cream, sugar
